"individualID","domainID","siteID","plotID","namedLocation","uid.x","date.x","eventID.x","subplotID","nestedSubplotID","pointID","stemDistance","stemAzimuth","recordType","supportingStemIndividualID","previouslyTaggedAs","samplingProtocolVersion","taxonID","scientificName","taxonRank","identificationReferences","morphospeciesID","morphospeciesIDRemarks","identificationQualifier","remarks.x","measuredBy.x","recordedBy.x","dataQF.x","publicationDate.x","release.x","utmZone","adjNorthing","adjEasting","adjCoordinateUncertainty","adjDecimalLatitude","adjDecimalLongitude","adjElevation","adjElevationUncertainty","uid.y","date.y","eventID.y","tempStemID","tagStatus","growthForm","plantStatus","stemDiameter","measurementHeight","changedMeasurementLocation","height","baseCrownHeight","breakHeight","breakDiameter","maxCrownDiameter","ninetyCrownDiameter","canopyPosition","shape","basalStemDiameter","basalStemDiameterMsrmntHeight","maxBaseCrownDiameter","ninetyBaseCrownDiameter","dendrometerInstallationDate","initialGapMeasurementDate","initialBandStemDiameter","initialDendrometerGap","dendrometerHeight","dendrometerGap","dendrometerCondition","bandStemDiameter","remarks.y","recordedBy.y","measuredBy.y","dataQF.y","publicationDate.y","release.y","dataEntryRecordID"
"NEON.PLA.D17.SOAP.03230","D17","SOAP","SOAP_055","SOAP_055.basePlot.vst","a520a65f-b43f-4443-ace5-1a85b8bf34a3",2015-10-27,"vst_SOAP_2015","23","2",NA,NA,NA,NA,NA,NA,"NEON.DOC.000987vE","QUCH2","Quercus chrysolepis Liebm.","species",NA,NA,NA,NA,NA,"krian@neoninc.org","tedgarian@neoninc.org",NA,"20221130T000443Z","PROVISIONAL",NA,NA,NA,NA,NA,NA,NA,NA,"08c04c8d-0602-40a2-84f1-b5a102615179",2015-10-27,"vst_SOAP_2015",NA,NA,"small tree","Live",5.1,130,NA,4,NA,NA,NA,NA,NA,"Mostly shaded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tedgarian@neoninc.org","krian@neoninc.org","legacyData","20220104T182611Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.03231","D17","SOAP","SOAP_031","SOAP_031.basePlot.vst","79826be3-6ccc-4065-9d51-6bb26eadd2fb",2021-12-01,"vst_SOAP_2021","39","1",NA,NA,NA,"tag only",NA,NA,"NEON.DOC.000987vJ","CADE27","Calocedrus decurrens (Torr.) Florin","species",NA,NA,NA,NA,NA,"0000-0002-2580-6989","0000-0003-1699-6511",NA,"20221130T000443Z","PROVISIONAL",NA,NA,NA,NA,NA,NA,NA,NA,"edf95bed-3afa-463d-b835-bfe73ae7f96c",2021-10-12,"vst_SOAP_2021","1","ok","sapling","Live, physically damaged",NA,NA,"noChange",0.9,NA,NA,NA,NA,NA,"Partially shaded",NA,2.2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Physical; Crushed","0000-0002-4224-8173","0000-0003-1699-6511",NA,"20221130T000443Z","PROVISIONAL","b590b452-d830-4388-8a3a-fa278a085862"
"NEON.PLA.D17.SOAP.03231","D17","SOAP","SOAP_055","SOAP_055.basePlot.vst","0fd3fefe-28d5-4d28-a6d4-71d9855f1e07",2015-10-27,"vst_SOAP_2015","23","2",NA,NA,NA,NA,NA,NA,"NEON.DOC.000987vE","CADE27","Calocedrus decurrens (Torr.) Florin","species",NA,NA,NA,NA,NA,"krian@neoninc.org","tedgarian@neoninc.org",NA,"20221130T000443Z","PROVISIONAL",NA,NA,NA,NA,NA,NA,NA,NA,"d44a3fa1-88fb-41da-bea2-db122f990208",2015-10-27,"vst_SOAP_2015",NA,NA,"sapling","Standing dead",NA,NA,NA,0.7,NA,NA,NA,NA,NA,"Full shade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tedgarian@neoninc.org","krian@neoninc.org","legacyData","20220104T182611Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.03232","D17","SOAP","SOAP_031","SOAP_031.basePlot.vst","7abe2221-048e-4a45-b625-b2ddb0883be6",2021-12-01,"vst_SOAP_2021","39","1",NA,NA,NA,"tag only",NA,NA,"NEON.DOC.000987vJ","CADE27","Calocedrus decurrens (Torr.) Florin","species",NA,NA,NA,NA,NA,"0000-0002-2580-6989","0000-0003-1699-6511",NA,"20221130T000443Z","PROVISIONAL",NA,NA,NA,NA,NA,NA,NA,NA,"0202197c-cd6b-44d6-a578-27eaad2dda2e",2021-10-12,"vst_SOAP_2021","1","ok","sapling","Live",NA,NA,"noChange",1.5,NA,NA,NA,NA,NA,"Mostly shaded",NA,2.5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0000-0002-4224-8173","0000-0003-1699-6511",NA,"20221130T000443Z","PROVISIONAL","f41a0ecc-c44c-42a7-b2e4-449def4c97df"
"NEON.PLA.D17.SOAP.03232","D17","SOAP","SOAP_055","SOAP_055.basePlot.vst","780795f3-4ee5-45c5-a9ca-8df6efee918b",2015-10-27,"vst_SOAP_2015","23","2","25",6,324.9,NA,NA,NA,"NEON.DOC.000987vE","CADE27","Calocedrus decurrens (Torr.) Florin","species",NA,NA,NA,NA,NA,"krian@neoninc.org","tedgarian@neoninc.org",NA,"20221130T000443Z","PROVISIONAL","11N",4100934.3555083,298530.626528488,0.7,37.0330174756996,-119.265126075048,"1208.61",1.12,"ff2cfad0-c2ff-4c6e-8f79-6bbad9b48ece",2015-10-27,"vst_SOAP_2015",NA,NA,"single bole tree","Live,  other damage",28.8,130,NA,NA,NA,NA,NA,NA,NA,"Mostly shaded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"proofed and no errors","tedgarian@neoninc.org","krian@neoninc.org","legacyData","20220104T182611Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.03233","D17","SOAP","SOAP_046","SOAP_046.basePlot.vst","a164432b-d2a0-4ba4-9044-47c52314ebc9",2022-01-11,"vst_SOAP_2021","23","4",NA,NA,NA,"tag only",NA,NA,"NEON.DOC.000987vJ","CEIN3","Ceanothus integerrimus Hook. & Arn.","species",NA,NA,NA,NA,NA,"0000-0002-4224-8173","0000-0002-5872-682X",NA,"20221130T000443Z","PROVISIONAL",NA,NA,NA,NA,NA,NA,NA,NA,"edaa206d-b997-4f8e-a483-f03f4679e444",2021-12-22,"vst_SOAP_2021","1","ok","single shrub","Live",1.3,130,"noChange",2.6,NA,NA,NA,1.4,1.2,"Mostly shaded","cone",2.9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0000-0002-5872-682X","0000-0002-3752-003X",NA,"20221129T222226Z","PROVISIONAL","c4075680-4aa9-43bb-a403-ef14b6474dfe"
"NEON.PLA.D17.SOAP.03233","D17","SOAP","SOAP_055","SOAP_055.basePlot.vst","47deabd3-85c6-4d72-9033-075210dd08a0",2015-10-27,"vst_SOAP_2015","23","2",NA,NA,NA,NA,NA,NA,"NEON.DOC.000987vE","CADE27","Calocedrus decurrens (Torr.) Florin","species",NA,NA,NA,NA,NA,"krian@neoninc.org","tedgarian@neoninc.org",NA,"20221130T000443Z","PROVISIONAL",NA,NA,NA,NA,NA,NA,NA,NA,"2f62642c-75d8-475b-a9b2-efd57b4e15b3",2015-10-27,"vst_SOAP_2015",NA,NA,"sapling","Standing dead",NA,NA,NA,0.6,NA,NA,NA,NA,NA,"Full shade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tedgarian@neoninc.org","krian@neoninc.org","legacyData","20220104T182611Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.03234","D17","SOAP","SOAP_031","SOAP_031.basePlot.vst","84ee4a9f-ebc5-46f1-a11a-6933ab6c8bdc",2021-12-01,"vst_SOAP_2021","39","1",NA,NA,NA,"tag only",NA,NA,"NEON.DOC.000987vJ","PILA","Pinus lambertiana Douglas","species",NA,NA,NA,"cf. species",NA,"0000-0002-2580-6989","0000-0003-1699-6511",NA,"20221130T000443Z","PROVISIONAL",NA,NA,NA,NA,NA,NA,NA,NA,"a148ff06-f912-42a3-bd89-a890c626c1f7",2021-10-12,"vst_SOAP_2021","1","ok","sapling","Live",NA,NA,"noChange",1.1,NA,NA,NA,NA,NA,"Full shade",NA,1.3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0000-0002-4224-8173","0000-0003-1699-6511",NA,"20221130T000443Z","PROVISIONAL","2b0ceb14-0700-442e-bf25-debd0d5a7cbb"
"NEON.PLA.D17.SOAP.03234","D17","SOAP","SOAP_055","SOAP_055.basePlot.vst","18f8bbcd-703d-4ad2-90b1-8b58e1edf1e6",2015-10-27,"vst_SOAP_2015","23","2",NA,NA,NA,NA,NA,NA,"NEON.DOC.000987vE","CADE27","Calocedrus decurrens (Torr.) Florin","species",NA,NA,NA,NA,NA,"krian@neoninc.org","tedgarian@neoninc.org",NA,"20221130T000443Z","PROVISIONAL",NA,NA,NA,NA,NA,NA,NA,NA,"b3226121-d54f-4bf2-ac93-35dd0920e50f",2015-10-27,"vst_SOAP_2015",NA,NA,"small tree","Standing dead",2.1,130,NA,1.8,NA,NA,NA,NA,NA,"Full shade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tedgarian@neoninc.org","krian@neoninc.org","legacyData","20220104T182611Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.03235","D17","SOAP","SOAP_031","SOAP_031.basePlot.vst","d4642864-0d38-4b8e-84ae-e989e86bee61",2021-12-01,"vst_SOAP_2021","39","1",NA,NA,NA,"tag only",NA,NA,"NEON.DOC.000987vJ","CADE27","Calocedrus decurrens (Torr.) Florin","species",NA,NA,NA,NA,NA,"0000-0002-2580-6989","0000-0003-1699-6511",NA,"20221130T000443Z","PROVISIONAL",NA,NA,NA,NA,NA,NA,NA,NA,"bc1c0025-d6b4-447d-b984-7358c72c67ea",2021-10-12,"vst_SOAP_2021","1","ok","small tree","Live, physically damaged",2.7,130,"noChange",2,NA,NA,NA,1.3,1.1,"Mostly shaded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Physical; Crushed","0000-0002-4224-8173","0000-0003-1699-6511",NA,"20221130T000443Z","PROVISIONAL","cef124da-3208-40d3-979e-565817871291"
"NEON.PLA.D17.SOAP.03235","D17","SOAP","SOAP_055","SOAP_055.basePlot.vst","5d800eb5-e6ca-4a00-b1cb-ddeb31deb190",2015-10-27,"vst_SOAP_2015","23","2",NA,NA,NA,NA,NA,NA,"NEON.DOC.000987vE","QUKE","Quercus kelloggii Newberry","species",NA,NA,NA,NA,NA,"krian@neoninc.org","tedgarian@neoninc.org",NA,"20221130T000443Z","PROVISIONAL",NA,NA,NA,NA,NA,NA,NA,NA,"fd6c77b6-6b51-491a-9a18-c98de83a894c",2015-10-27,"vst_SOAP_2015",NA,NA,"sapling","Live",NA,NA,NA,0.9,NA,NA,NA,NA,NA,"Full shade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tedgarian@neoninc.org","krian@neoninc.org","legacyData","20220104T182611Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.03236","D17","SOAP","SOAP_031","SOAP_031.basePlot.vst","59a975f7-ca48-44ef-9986-2841a69242c0",2021-12-01,"vst_SOAP_2021","39","1",NA,NA,NA,"tag only",NA,NA,"NEON.DOC.000987vJ","QUKE","Quercus kelloggii Newberry","species",NA,NA,NA,"cf. species",NA,"0000-0002-2580-6989","0000-0003-1699-6511",NA,"20221130T000443Z","PROVISIONAL",NA,NA,NA,NA,NA,NA,NA,NA,"97e988cc-97ea-4db7-a760-3bee74df32e0",2021-10-12,"vst_SOAP_2021","1","ok","sapling","Live",NA,NA,"noChange",0.8,NA,NA,NA,NA,NA,"Full shade",NA,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0000-0002-4224-8173","0000-0003-1699-6511",NA,"20221130T000443Z","PROVISIONAL","4687dd0f-bef4-4ff8-a7bd-e8f59576b462"
"NEON.PLA.D17.SOAP.03236","D17","SOAP","SOAP_055","SOAP_055.basePlot.vst","a6ffd97b-7cf1-42f4-a97f-10fcd4efb52d",2015-10-27,"vst_SOAP_2015","23","2",NA,NA,NA,NA,NA,NA,"NEON.DOC.000987vE","QUCH2","Quercus chrysolepis Liebm.","species",NA,NA,NA,NA,NA,"krian@neoninc.org","tedgarian@neoninc.org",NA,"20221130T000443Z","PROVISIONAL",NA,NA,NA,NA,NA,NA,NA,NA,"5dc9214c-e036-4c5b-97e9-f706d2859d7f",2015-10-27,"vst_SOAP_2015",NA,NA,"small tree","Live",5,130,NA,4.5,NA,NA,NA,NA,NA,"Mostly shaded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tedgarian@neoninc.org","krian@neoninc.org","legacyData","20220104T182611Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.03237","D17","SOAP","SOAP_031","SOAP_031.basePlot.vst","98fd8b1a-e1e2-440d-bac1-a6fbcd0301ad",2021-12-01,"vst_SOAP_2021","39","1",NA,NA,NA,"tag only",NA,NA,"NEON.DOC.000987vJ","ARVIM","Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells","subspecies",NA,NA,NA,NA,NA,"0000-0002-2580-6989","0000-0003-1699-6511",NA,"20221130T000443Z","PROVISIONAL",NA,NA,NA,NA,NA,NA,NA,NA,"b2462ba0-eeba-46c8-acf6-7edcc92cb18c",2021-10-12,"vst_SOAP_2021","3","ok","small shrub","Live, physically damaged",NA,NA,"noChange",NA,NA,NA,NA,NA,NA,NA,"half-sphere",1.8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Physical; Other| mostly dead","0000-0002-4224-8173","0000-0003-1699-6511",NA,"20221130T000443Z","PROVISIONAL","a924f937-16e0-40b2-9e97-bdfe6b9b3cc3"
"NEON.PLA.D17.SOAP.03237","D17","SOAP","SOAP_031","SOAP_031.basePlot.vst","98fd8b1a-e1e2-440d-bac1-a6fbcd0301ad",2021-12-01,"vst_SOAP_2021","39","1",NA,NA,NA,"tag only",NA,NA,"NEON.DOC.000987vJ","ARVIM","Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells","subspecies",NA,NA,NA,NA,NA,"0000-0002-2580-6989","0000-0003-1699-6511",NA,"20221130T000443Z","PROVISIONAL",NA,NA,NA,NA,NA,NA,NA,NA,"e2928243-f8f2-4cf1-a57b-2690adddc6ca",2021-10-12,"vst_SOAP_2021","2","ok","small shrub","Standing dead",NA,NA,"noChange",NA,NA,NA,NA,NA,NA,NA,"half-sphere",1.8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead; Unknown cause of death","0000-0002-4224-8173","0000-0003-1699-6511",NA,"20221130T000443Z","PROVISIONAL","7c7cf315-c83f-4686-8b20-c2c36562f405"
"NEON.PLA.D17.SOAP.03237","D17","SOAP","SOAP_031","SOAP_031.basePlot.vst","98fd8b1a-e1e2-440d-bac1-a6fbcd0301ad",2021-12-01,"vst_SOAP_2021","39","1",NA,NA,NA,"tag only",NA,NA,"NEON.DOC.000987vJ","ARVIM","Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells","subspecies",NA,NA,NA,NA,NA,"0000-0002-2580-6989","0000-0003-1699-6511",NA,"20221130T000443Z","PROVISIONAL",NA,NA,NA,NA,NA,NA,NA,NA,"ad55e21d-2438-4464-a6c1-c24c0c3b4841",2021-10-12,"vst_SOAP_2021","1","ok","small shrub","Live, physically damaged",NA,NA,"noChange",1,NA,NA,NA,1.1,0.6,"Partially shaded","half-sphere",1.9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Physical; Other | significant bark peeling","0000-0002-4224-8173","0000-0003-1699-6511",NA,"20221130T000443Z","PROVISIONAL","9bb23482-f2cd-4fab-a153-d3389817dd18"
"NEON.PLA.D17.SOAP.03237","D17","SOAP","SOAP_055","SOAP_055.basePlot.vst","92550eac-71f0-486e-8525-dff6d6b28007",2015-10-27,"vst_SOAP_2015","23","2",NA,NA,NA,NA,NA,NA,"NEON.DOC.000987vE","QUKE","Quercus kelloggii Newberry","species",NA,NA,NA,NA,NA,"krian@neoninc.org","tedgarian@neoninc.org",NA,"20221130T000443Z","PROVISIONAL",NA,NA,NA,NA,NA,NA,NA,NA,"e241917a-f138-4b34-af6c-a59371720501",2015-10-27,"vst_SOAP_2015",NA,NA,"small tree","Live",2.9,130,NA,3.2,NA,NA,NA,NA,NA,"Mostly shaded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tedgarian@neoninc.org","krian@neoninc.org","legacyData","20220104T182611Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.03238","D17","SOAP","SOAP_031","SOAP_031.basePlot.vst","fab6e399-c70c-4a3e-b06b-8628d0dcf854",2021-12-01,"vst_SOAP_2021","39","1",NA,NA,NA,"tag only",NA,NA,"NEON.DOC.000987vJ","CADE27","Calocedrus decurrens (Torr.) Florin","species",NA,NA,NA,NA,NA,"0000-0002-2580-6989","0000-0003-1699-6511",NA,"20221130T000443Z","PROVISIONAL",NA,NA,NA,NA,NA,NA,NA,NA,"24bfa30b-d1aa-41fa-9cdd-8fbc7bf05bef",2021-10-12,"vst_SOAP_2021","1","ok","sapling","Live, physically damaged",NA,NA,"noChange",0.7,NA,NA,NA,NA,NA,"Partially shaded",NA,1.7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Physical; Crushed","0000-0002-4224-8173","0000-0003-1699-6511",NA,"20221130T000443Z","PROVISIONAL","b813212e-d7e3-44de-9bf1-d598b269103e"
"NEON.PLA.D17.SOAP.03238","D17","SOAP","SOAP_055","SOAP_055.basePlot.vst","85995b29-e9bd-4aa8-bae3-997ed5e3b36b",2015-10-27,"vst_SOAP_2015","23","2",NA,NA,NA,NA,NA,NA,"NEON.DOC.000987vE","QUKE","Quercus kelloggii Newberry","species",NA,NA,NA,NA,NA,"krian@neoninc.org","tedgarian@neoninc.org",NA,"20221130T000443Z","PROVISIONAL",NA,NA,NA,NA,NA,NA,NA,NA,"76de76b9-a537-4081-97be-0af68f652fb0",2015-10-27,"vst_SOAP_2015",NA,NA,"small tree","Live",3.8,130,NA,3.2,NA,NA,NA,NA,NA,"Mostly shaded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tedgarian@neoninc.org","krian@neoninc.org","legacyData","20220104T182611Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.03239","D17","SOAP","SOAP_055","SOAP_055.basePlot.vst","9e103006-572d-42a0-9dac-2fc673b46045",2015-10-27,"vst_SOAP_2015","23","2",NA,NA,NA,NA,NA,NA,"NEON.DOC.000987vE","QUCH2","Quercus chrysolepis Liebm.","species",NA,NA,NA,NA,"proofed and no errors","krian@neoninc.org","tedgarian@neoninc.org",NA,"20221130T000443Z","PROVISIONAL",NA,NA,NA,NA,NA,NA,NA,NA,"d5beef25-1533-41d9-afd1-ce7405b97dc3",2015-10-27,"vst_SOAP_2015",NA,NA,"single shrub","Live",NA,NA,NA,6.5,NA,NA,NA,4.2,3.5,"Mostly shaded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tedgarian@neoninc.org","krian@neoninc.org","legacyData","20220104T182611Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.03240","D17","SOAP","SOAP_055","SOAP_055.basePlot.vst","4c173ecd-e910-478f-a5a6-dd92626cf6c0",2015-10-27,"vst_SOAP_2015","23",NA,"43",11,206.9,NA,NA,NA,"NEON.DOC.000987vE","QUCH2","Quercus chrysolepis Liebm.","species",NA,NA,NA,NA,NA,"krian@neoninc.org","tedgarian@neoninc.org",NA,"20221130T000443Z","PROVISIONAL","11N",4100940.39019717,298529.416158198,0.71,37.0330715723312,-119.265141288792,"1209.49",1.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NEON.PLA.D17.SOAP.03241","D17","SOAP","SOAP_055","SOAP_055.basePlot.vst","8aa97f22-d1cd-4c02-abad-e969bdb122ca",2015-10-27,"vst_SOAP_2015","23","4",NA,NA,NA,NA,NA,NA,"NEON.DOC.000987vE","QUCH2","Quercus chrysolepis Liebm.","species",NA,NA,NA,NA,NA,"krian@neoninc.org","tedgarian@neoninc.org",NA,"20221130T000443Z","PROVISIONAL",NA,NA,NA,NA,NA,NA,NA,NA,"abb4d24a-d737-4b8e-89fe-56f7d10ef160",2015-10-27,"vst_SOAP_2015",NA,NA,"single shrub","Live",NA,NA,NA,6,NA,NA,NA,4.2,3,"Mostly shaded","cone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tedgarian@neoninc.org","krian@neoninc.org","legacyData","20220104T182611Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.03242","D17","SOAP","SOAP_055","SOAP_055.basePlot.vst","801457fa-d10f-4ead-ac4e-e819c4bf05a7",2015-10-27,"vst_SOAP_2015","23","4","43",10.2,208.9,NA,NA,NA,"NEON.DOC.000987vE","QUCH2","Quercus chrysolepis Liebm.","species",NA,NA,NA,NA,NA,"krian@neoninc.org","tedgarian@neoninc.org",NA,"20221130T000443Z","PROVISIONAL","11N",4100941.27023182,298529.463459691,0.71,37.0330795092318,-119.265140992901,"1209.49",1.11,"dbb8ca69-56b5-4acc-9dae-e4e13d6979dc",2015-10-27,"vst_SOAP_2015",NA,NA,"single bole tree","Live",13.7,120,NA,NA,NA,NA,NA,NA,NA,"Mostly shaded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tedgarian@neoninc.org","krian@neoninc.org","legacyData","20220104T182611Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.03243","D17","SOAP","SOAP_055","SOAP_055.basePlot.vst","1dbe079a-a166-4d4d-b3ac-ceb0c08745f7",2015-10-27,"vst_SOAP_2015","23","4",NA,NA,NA,NA,NA,NA,"NEON.DOC.000987vE","ARVIM","Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells","subspecies",NA,NA,NA,NA,NA,"krian@neoninc.org","tedgarian@neoninc.org",NA,"20221130T000443Z","PROVISIONAL",NA,NA,NA,NA,NA,NA,NA,NA,"7dbde7d9-16cb-49d8-90ec-5653c9bbd45e",2015-10-27,"vst_SOAP_2015",NA,NA,"single shrub","Live",NA,NA,NA,3.1,NA,NA,NA,2.4,1,"Full shade","cylinder",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"proofed and errors corrected","tedgarian@neoninc.org","krian@neoninc.org","legacyData","20220104T182611Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.03244","D17","SOAP","SOAP_055","SOAP_055.basePlot.vst","19705b89-18de-41fb-9d3d-429cbddf61b0",2015-10-27,"vst_SOAP_2015","23","4",NA,NA,NA,NA,NA,NA,"NEON.DOC.000987vE","ARVIM","Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells","subspecies",NA,NA,NA,NA,NA,"krian@neoninc.org","tedgarian@neoninc.org",NA,"20221130T000443Z","PROVISIONAL",NA,NA,NA,NA,NA,NA,NA,NA,"39cb3d63-2981-463c-8882-afbb1fe485bb",2015-10-27,"vst_SOAP_2015",NA,NA,"single shrub","Standing dead",NA,NA,NA,1.5,NA,NA,NA,1.5,1.2,"Full shade","inverted cone",NA,NA,13,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tedgarian@neoninc.org","krian@neoninc.org","legacyData","20220104T182611Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.03245","D17","SOAP","SOAP_055","SOAP_055.basePlot.vst","c6a13fa2-ce53-43af-8a7d-0306db2065d5",2015-10-27,"vst_SOAP_2015","23",NA,"43",5.8,248.6,NA,NA,NA,"NEON.DOC.000987vE","CADE27","Calocedrus decurrens (Torr.) Florin","species",NA,NA,NA,NA,NA,"krian@neoninc.org","tedgarian@neoninc.org",NA,"20221130T000443Z","PROVISIONAL","11N",4100948.08368465,298528.992816268,0.71,37.0331407791661,-119.265148104242,"1209.49",1.11,"c2d16d7a-877e-420d-9f51-b5ba133a45e6",2015-10-27,"vst_SOAP_2015",NA,NA,"single bole tree","Standing dead",55.7,130,NA,NA,NA,NA,NA,NA,NA,"Mostly shaded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tedgarian@neoninc.org","krian@neoninc.org","legacyData","20220104T182611Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.03246","D17","SOAP","SOAP_055","SOAP_055.basePlot.vst","fe659703-a979-42f5-92c7-2a18a5712a82",2015-10-27,"vst_SOAP_2015","23","4",NA,NA,NA,NA,NA,NA,"NEON.DOC.000987vE","QUCH2","Quercus chrysolepis Liebm.","species",NA,NA,NA,NA,NA,"krian@neoninc.org","tedgarian@neoninc.org",NA,"20221130T000443Z","PROVISIONAL",NA,NA,NA,NA,NA,NA,NA,NA,"937d9d43-9108-44c8-9ff7-3a9f41774df2",2015-10-27,"vst_SOAP_2015",NA,NA,"sapling","Live",NA,NA,NA,1,NA,NA,NA,NA,NA,"Full shade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tedgarian@neoninc.org","krian@neoninc.org","legacyData","20220104T182611Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.03247","D17","SOAP","SOAP_055","SOAP_055.basePlot.vst","2edc0d74-da64-40a4-9def-a6426e37b702",2015-10-27,"vst_SOAP_2015","23",NA,"43",8.9,246.9,NA,NA,NA,"NEON.DOC.000987vE","QUCH2","Quercus chrysolepis Liebm.","species",NA,NA,NA,NA,NA,"krian@neoninc.org","tedgarian@neoninc.org",NA,"20221130T000443Z","PROVISIONAL","11N",4100946.70816966,298526.206528674,0.71,37.0331277915757,-119.265179040153,"1209.49",1.11,"1bd61d0e-2dcc-453a-9e31-d89944575fbe",2015-10-27,"vst_SOAP_2015",NA,NA,"single bole tree","Live",22.3,130,NA,NA,NA,NA,NA,NA,NA,"Mostly shaded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tedgarian@neoninc.org","krian@neoninc.org","legacyData","20220104T182611Z","RELEASE-2022",NA
"NEON.PLA.D17.SOAP.03248","D17","SOAP","SOAP_055","SOAP_055.basePlot.vst","6e7fe269-218e-4918-ba67-d85f5b1830a8",2015-10-27,"vst_SOAP_2015","23",NA,"43",10.2,244.3,NA,NA,NA,"NEON.DOC.000987vE","QUCH2","Quercus chrysolepis Liebm.","species",NA,NA,NA,NA,NA,"krian@neoninc.org","tedgarian@neoninc.org",NA,"20221130T000443Z","PROVISIONAL","11N",4100945.77664734,298525.201954383,0.71,37.0331191854924,-119.265190077263,"1209.49",1.11,"1809cff1-2514-4e82-b9b8-3f9cec09fd01",2015-10-27,"vst_SOAP_2015",NA,NA,"multi-bole tree","Live",40.4,130,NA,NA,NA,NA,NA,NA,NA,"Mostly shaded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tedgarian@neoninc.org","krian@neoninc.org","legacyData","20220104T182611Z","RELEASE-2022",NA
